GEO_ID,P002002
1000000US500019605003008,0
1000000US500019605003009,0
1000000US500019605003010,0
1000000US500019605003011,0
1000000US500019605003012,0
1000000US500019605003013,0
1000000US500019605003014,0
1000000US500019605003015,3
1000000US500019605003016,0
1000000US500019605003017,0
1000000US500019605003018,0
1000000US500019605003019,0
1000000US500019605003020,0
1000000US500019605003021,0
1000000US500019605003022,0
1000000US500019605003023,0
1000000US500019605003024,0
1000000US500019606001000,0
1000000US500019606001001,0
1000000US500019606001002,0
1000000US500019606001003,0
1000000US500019606001004,0
1000000US500019606001005,0
1000000US500019606001006,0
1000000US500019606001007,0
1000000US500019606001008,0
1000000US500019606001009,0
1000000US500019606001010,0
1000000US500019606001011,0
1000000US500019606001012,3
1000000US500019606001013,0
1000000US500019606001014,0
1000000US500019606001015,0
1000000US500019606001016,0
1000000US500019606001017,0
1000000US500019606001018,0
1000000US500019606001019,0
1000000US500019606001020,0
1000000US500019606001021,0
1000000US500019606001022,0
1000000US500019606001023,0
1000000US500019606001024,0
1000000US500019606001025,0
1000000US500019606001026,0
1000000US500019606001027,0
1000000US500019606001028,0
1000000US500019606001029,0
1000000US500019606001030,1
1000000US500019606001031,0
1000000US500019606001032,0
1000000US500019606001033,0
1000000US500019606001034,0
1000000US500019606001035,0
1000000US500019606001036,0
1000000US500019606001037,0
1000000US500019606001038,0
1000000US500019606001039,0
1000000US500019606001040,0
1000000US500019606001041,0
1000000US500019606001042,0
1000000US500019606001043,0
1000000US500019606001044,0
1000000US500019606001045,1
1000000US500019606001046,0
1000000US500019606001047,0
1000000US500019606001048,0
1000000US500019606001049,0
1000000US500019606001050,0
1000000US500019606001051,0
1000000US500019606001052,0
1000000US500019606001053,0
1000000US500019606001054,0
1000000US500019606001055,0
1000000US500019606001056,0
1000000US500019606001057,0
1000000US500019606001058,0
1000000US500019606001059,0
1000000US500019606001060,0
1000000US500019606001061,0
1000000US500019606001062,0
1000000US500019606001063,0
1000000US500019606001064,0
1000000US500019606001065,0
1000000US500019606001066,0
1000000US500019606001067,0
1000000US500019606001068,0
1000000US500019606001069,0
1000000US500019606001070,0
1000000US500019606001071,0
1000000US500019606001072,0
1000000US500019606001073,0
1000000US500019606001074,0
1000000US500019606001075,0
1000000US500019606001076,0
1000000US500019606001077,0
1000000US500019606001078,0
1000000US500019606001079,0
1000000US500019606001080,0
1000000US500019606001081,0
1000000US500019606002000,0
1000000US500019606002001,0
1000000US500019606002002,0
1000000US500019606002003,0
1000000US500019606002004,0
1000000US500019606002005,0
1000000US500019606002006,0
1000000US500019606002007,0
1000000US500019606002008,0
1000000US500019606002009,3
1000000US500019606002010,0
1000000US500019606002011,0
1000000US500019606002012,0
1000000US500019606002013,0
1000000US500019606002014,0
1000000US500019606002015,0
1000000US500019606002016,0
1000000US500019606002017,0
1000000US500019606002018,0
1000000US500019606002019,0
1000000US500019606002020,0
1000000US500019606002021,2
1000000US500019606002022,0
1000000US500019606002023,0
1000000US500019606002024,0
1000000US500019606002025,0
1000000US500019606002026,0
1000000US500019606002027,0
1000000US500019606002028,0
1000000US500019606002029,0
1000000US500019606002030,0
1000000US500019606002031,0
1000000US500019606002032,0
1000000US500019606002033,0
1000000US500019606002034,0
1000000US500019606002035,0
1000000US500019606002036,0
1000000US500019606002037,0
1000000US500019606002038,0
1000000US500019606002039,0
1000000US500019606002040,0
1000000US500019606002041,0
1000000US500019606002042,0
1000000US500019606002043,0
1000000US500019606002044,0
1000000US500019606002045,0
1000000US500019606002046,0
1000000US500019606002047,0
1000000US500019606002048,0
1000000US500019606002049,1
1000000US500019606002050,0
1000000US500019606002051,1
1000000US500019606002052,0
1000000US500019606002053,0
1000000US500019606002054,0
1000000US500019606002055,0
1000000US500019606002056,0
1000000US500019606002057,0
1000000US500019606002058,0
1000000US500019606002059,0
1000000US500019606002060,0
1000000US500019606002061,1
1000000US500019606002062,0
1000000US500019606002063,0
1000000US500019606002064,0
1000000US500019606002065,0
1000000US500019606002066,0
1000000US500019606002067,0
1000000US500019606002068,0
1000000US500019606002069,0
1000000US500019606002070,0
1000000US500019606002071,0
1000000US500019606002072,0
1000000US500019606002073,0
1000000US500019606002074,0
1000000US500019606002075,0
1000000US500019606002076,0
1000000US500019606002077,0
1000000US500019606002078,0
1000000US500019606002079,0
1000000US500019606002080,0
1000000US500019606002081,0
1000000US500019606002082,0
1000000US500019606002083,1
1000000US500019606002084,0
1000000US500019606002085,0
1000000US500019606002086,0
1000000US500019606002087,0
1000000US500019606002088,0
1000000US500019606002089,0
1000000US500019606002090,0
1000000US500019606002091,1
1000000US500019606002092,0
1000000US500019606002093,0
1000000US500019606002094,0
1000000US500019606002095,0
1000000US500019606003000,0
1000000US500019606003001,0
1000000US500019606003002,0
1000000US500019606003003,0
1000000US500019606003004,0
1000000US500019606003005,0
1000000US500019606003006,0
1000000US500019606003007,0
1000000US500019606003008,0
1000000US500019606003009,0
1000000US500019606003010,0
1000000US500019606003011,0
1000000US500019606003012,0
1000000US500019606003013,0
1000000US500019606003014,0
1000000US500019606003015,0
1000000US500019606003016,0
1000000US500019606003017,0
1000000US500019606003018,0
1000000US500019606003019,1
1000000US500019606003020,0
1000000US500019606003021,0
1000000US500019606003022,0
1000000US500019606003023,0
1000000US500019606003024,0
1000000US500019606003025,3
1000000US500019606003026,0
1000000US500019606003027,0
1000000US500019606003028,0
1000000US500019606003029,0
1000000US500019606003030,0
1000000US500019606003031,0
1000000US500019606003032,0
1000000US500019606003033,0
1000000US500019606003034,0
1000000US500019606003035,0
1000000US500019606003036,0
1000000US500019606003037,0
1000000US500019606003038,0
1000000US500019606003039,0
